country,year,turnoutreg,closeness,closeness_per,weekday,streltype,compulsory,populationNohl,concurrent,v2x_polyarchy,democracy,gini
Sweden,2006,81.99,486611,8.760000000000002,Sunday,L,0,9113257,0,0.919,TRUE,0.4208632
Sweden,1985,89.9,1300216,23.400000000000002,Sunday,L,0,8358139,0,0.913,TRUE,0.37101328
Sweden,1982,91.4,1219913,22,Sunday,L,0,8327484,0,0.912,TRUE,0.35992795
Sweden,2014,85.8,479194,7.800000000000001,Sunday,L,0,NA,0,0.921,TRUE,0.40128332
Sweden,1988,85.95,1338605,24.900000000000002,Sunday,L,0,8458888,0,0.915,TRUE,0.37595394
Sweden,2010,84.63,35731,0.6000000000000014,Sunday,L,0,NA,0,0.922,TRUE,0.42121914
Sweden,2002,80.11,1304519,24.590000000000003,Sunday,L,0,8940788,0,0.914,TRUE,0.38530636
Sweden,1994,86.82,1270652,22.87,Sunday,L,0,8816381,0,0.915,TRUE,0.39574638
Sweden,1991,86.7,863367,15.79,Sunday,L,0,8644119,0,0.916,TRUE,0.36426812
Sweden,1998,81.38,709500,13.489999999999998,Sunday,L,0,8854322,0,0.914,TRUE,0.40651917
Switzerland,1983,48.9,9649,0.48999999999999844,Sunday,L,0,6427833,0,0.877,TRUE,0.40899733
Switzerland,1999,43.3,1599,0.10000000000000142,Sunday,L,0,7164444,0,0.892,TRUE,0.41746777
Switzerland,1987,46.5,64795,3.3500000000000014,Sunday,L,0,6566799,0,0.874,TRUE,0.4121985
Switzerland,2003,45.23,70365,3.3999999999999986,Sunday,L,0,7364148,0,0.89,TRUE,0.42807955
Switzerland,1995,42.22,30711,1.6000000000000014,Sunday,L,0,7062354,0,0.89,TRUE,0.3984873
Switzerland,2015,48.4,265896,10.599999999999998,Sunday,L,0,NA,0,0.908,TRUE,0.43007553
Switzerland,2007,48.28,216202,9.380000000000003,Sunday,L,0,NA,0,0.891,TRUE,0.436419
Switzerland,2011,48.5,191358,7.900000000000002,Sunday,L,0,NA,0,0.901,TRUE,0.43885306
Switzerland,1991,46.05,51104,2.4899999999999984,Sunday,L,0,6842768,0,0.889,TRUE,0.4020781
Taiwan,1995,67.6,1216933,12.899999999999999,Saturday,L,0,20893361,0,0.326,FALSE,0.52770084
Taiwan,2008,76.33,2214065,16.85,Saturday,P,0,NA,0,0.802,TRUE,0.60615516
Taiwan,2016,66.27,3081379,25.1,Saturday,P,0,NA,1,0.84,TRUE,0.6228339
Taiwan,2016,66.25,2090004,17.200000000000003,Saturday,L,0,NA,1,0.84,TRUE,0.6228339
Taiwan,2008,58.28,1400695,14.300000000000004,Saturday,L,0,NA,0,0.802,TRUE,0.60615516
Taiwan,1998,68.1,1692845,16.799999999999997,Saturday,L,0,21442231,0,0.67,TRUE,0.5469997
Taiwan,1996,76,3539113,32.9,Saturday,P,0,21311885,1,0.347,FALSE,0.5318492
Taiwan,2012,74.38,797561,6,Saturday,P,0,NA,1,0.811,TRUE,0.61091805
Taiwan,2004,59.35,281348,3.1000000000000014,Saturday,L,0,NA,0,0.78,TRUE,0.60563403
Taiwan,2000,82.7,312725,2.5,Saturday,P,0,22077000,0,0.778,TRUE,0.56563103
Taiwan,1992,72,2086530,22,Monday,L,0,20685341,0,0.299,FALSE,0.50477636
Taiwan,2001,66.16443834686959,498369,5.300000000000001,Saturday,L,0,NA,0,0.784,TRUE,0.5906969
Taiwan,2004,80.28,29518,0.20000000000000284,Saturday,P,0,NA,0,0.78,TRUE,0.60563403
Taiwan,2012,74.32543803182867,1306853,10,Monday,L,0,NA,1,0.811,TRUE,0.61091805
Tajikistan,1999,98.9,2690051,95.5,Saturday,P,0,6112000,0,0.209,FALSE,0.49609935
Tanzania,2000,84.4,4534124,55.400000000000006,Sunday,P,0,NA,1,0.49,FALSE,0.5663994
Thailand,1995,62,304651,0.5,Sunday,L,1,59095419,0,0.438,FALSE,0.6614606
Thailand,1996,62.4,1501478,2.6999999999999993,Sunday,L,1,59460382,0,0.417,FALSE,0.65873194
Thailand,2019,74.7,560268,1.5,Sunday,L,1,NA,0,0.207,FALSE,0.5919982
Thailand,1992,59.2,1401621,3.099999999999998,Sunday,L,1,57788965,0,0.278,FALSE,0.69055337
Thailand,2006,64.8,7369049,26.9,Sunday,L,1,NA,0,0.24,FALSE,0.65217996
Thailand,2007,78.5,3041317,4.5000000000000036,Sunday,L,1,NA,0,0.188,FALSE,0.6468745
Thailand,1992,59.2,1410215,3,Sunday,L,1,57788965,0,0.278,FALSE,0.69055337
Thailand,2001,69.8,4070365,14.800000000000004,Saturday,L,1,61661701,0,0.56,TRUE,0.68100125
Thailand,2011,75,4310428,13.199999999999996,Sunday,L,1,NA,0,0.469,FALSE,0.6365953
Thailand,2005,72.6,10036479,40.2,Sunday,L,1,NA,0,0.526,TRUE,0.6545688
Togo,2015,60.89,490052,23.580000000000005,Saturday,P,0,NA,0,0.503,TRUE,0.6037544
Turkey,1987,93.3,2773335,11.599999999999998,Sunday,L,1,52561000,0,0.433,FALSE,0.6787299
Turkey,2007,84.25,9009483,25.8,Sunday,L,1,NA,0,0.632,TRUE,0.5768652
Turkey,2011,83.16,10243110,23.819999999999997,Sunday,L,1,NA,0,0.528,TRUE,0.5945521
Turkey,2018,86.2,10990502,22,Sunday,P,1,NA,1,0.292,FALSE,0.61367506
Turkey,2015,85.2,11570114,24.2,Sunday,L,1,NA,0,0.378,FALSE,0.5990817
Turkey,2015,83.9,7349272,15.899999999999999,Sunday,L,1,NA,0,0.378,FALSE,0.5990817
Turkey,1991,83.9,738103,3,Sunday,L,1,57326000,0,0.524,TRUE,0.6544665
Turkey,2018,86.24,10990502,21.950000000000003,Sunday,L,1,NA,1,0.292,FALSE,0.61367506
Turkey,1995,85.2,485162,1.6999999999999993,Sunday,L,1,62526000,0,0.55,TRUE,0.6367254
Turkey,1999,87.1,1313087,4.199999999999999,Sunday,L,1,68198000,0,0.587,TRUE,0.63700634
Turkey,2014,74.13,5412423,13.399999999999999,Sunday,P,1,NA,0,0.423,FALSE,0.5932925
Turkey,2002,79.14,4694877,14.89,Sunday,L,1,NA,0,0.651,TRUE,0.63720465
Uganda,2016,67.6,2463185,25,Thursday,P,0,NA,1,0.303,FALSE,0.6238786
Uganda,1996,72.3,3011980,50.5,Thursday,P,0,18590000,0,0.309,FALSE,0.5924559
Ukraine,2010,69.2,887909,4,Sunday,P,0,NA,0,0.491,FALSE,0.40017757
Ukraine,2006,70.1,2495869,9.8,Sunday,L,0,NA,0,0.573,TRUE,0.46608877
Ukraine,2004,77.3,2267184,7.899999999999999,Sunday,P,0,47441000,0,0.38,FALSE,0.47045714
Ukraine,2004,81.1,871402,2.8999999999999986,Sunday,P,0,47441000,0,0.38,FALSE,0.47045714
Ukraine,2014,44.5,50593,0.3000000000000007,Sunday,L,0,NA,0,0.408,FALSE,0.39640814
Ukraine,1999,70.1,3749595,15,Sunday,P,0,50100000,0,0.433,FALSE,0.40747508
Ukraine,2014,59.9,7547178,41.900000000000006,Sunday,P,0,NA,0,0.408,FALSE,0.39640814
Ukraine,2007,62,851702,3.799999999999997,Sunday,L,0,NA,0,0.604,TRUE,0.44849843
Ukraine,2010,66.8,2528857,11,Sunday,P,0,NA,0,0.491,FALSE,0.40017757
Ukraine,2004,77.3,2267184,8,Sunday,P,0,47441000,0,0.38,FALSE,0.47045714
Ukraine,2012,58,907656,4.5,Sunday,L,0,NA,0,0.481,FALSE,0.3932518
Ukraine,1999,74.9,5205302,19.1,Sunday,P,0,50100000,0,0.433,FALSE,0.40747508
United Kingdom,2010,65.1,2097137,7.100000000000001,Thursday,L,0,NA,0,0.87,TRUE,0.46748006
United Kingdom,2015,66.2,1952300,6.399999999999999,Thursday,L,0,NA,0,0.86,TRUE,0.47033128
United Kingdom,1997,71.6,3917224,12.500000000000004,Thursday,L,0,58204000,0,0.817,TRUE,0.4816274
United Kingdom,1987,75.4,3730776,11.499999999999996,Thursday,L,0,55850000,0,0.81,TRUE,0.42922837
United Kingdom,2017,69,0,2.3500000000000014,Thursday,L,0,NA,0,0.871,TRUE,0.4679955
United Kingdom,2005,61.6,767521,2.8000000000000043,Thursday,L,0,60218000,0,0.867,TRUE,0.50081974
United Kingdom,1983,72.8,4555382,14.799999999999997,Thursday,L,0,56328000,0,0.811,TRUE,0.4140121
United Kingdom,2001,59.6,2367338,11.510000000000002,Thursday,L,0,59113000,0,0.865,TRUE,0.48672846
United Kingdom,1992,77.8,2532523,7.5,Thursday,L,0,57593000,0,0.823,TRUE,0.46676606
United States,1956,61.4,9567720,15.399999999999999,Tuesday,P,0,168221000,1,0.619,TRUE,0.4755227
United States,1972,56.4,17999528,23.200000000000003,Tuesday,P,0,209896000,1,0.741,TRUE,0.45635676
United States,1960,65.2,118574,0.20000000000000284,Tuesday,P,0,180671000,1,0.65,TRUE,0.48452252
United States,1974,38,8642588,17.1,Tuesday,L,0,213854000,0,0.766,TRUE,0.44331968
United States,1990,36.2,4705639,8,Tuesday,L,0,248709000,0,0.866,TRUE,0.5125118
United States,1980,55.1,8420270,9.700000000000003,Tuesday,P,0,227726000,1,0.849,TRUE,0.45391038
United States,1964,59.5,9968017,15.199999999999996,Tuesday,L,0,191889000,1,0.685,TRUE,0.48678216
United States,1970,46.3,4631534,8.700000000000003,Tuesday,L,0,203302000,0,0.721,TRUE,0.4425406
United States,1948,53.1,2188054,4.5,Tuesday,P,0,146631000,1,0.605,TRUE,0.5103839
United States,1952,59.6,673487,1.1000000000000014,Tuesday,L,0,156954000,1,0.612,TRUE,0.48360735
United States,1968,62.5,510314,0.6999999999999957,Tuesday,P,0,200706000,1,0.71,TRUE,0.45739147
United States,1976,51.5,10129273,14.100000000000001,Tuesday,L,0,218035000,1,0.795,TRUE,0.44926372
United States,1984,56.4,16877890,18.199999999999996,Tuesday,P,0,236348000,1,0.862,TRUE,0.4891913
United States,1966,46.6,1347842,2.5,Tuesday,L,0,196560000,0,0.705,TRUE,0.4745755
United States,1952,63.5,6621242,10.700000000000003,Tuesday,P,0,156954000,1,0.612,TRUE,0.48360735
United States,1948,50,1328194,2.8999999999999986,Tuesday,L,0,146613000,1,0.605,TRUE,0.5103839
United States,1962,47.6,1963001,3.8000000000000043,Tuesday,L,0,186538000,0,0.672,TRUE,0.473771
United States,1972,52.9,3938241,5.700000000000003,Tuesday,L,0,209896000,1,0.741,TRUE,0.45635676
United States,1988,49.3,6500847,8.399999999999999,Tuesday,L,0,245021000,1,0.865,TRUE,0.51462394
United States,1996,52.1,8203602,8.5,Tuesday,P,0,265502000,1,0.872,TRUE,0.53561306
United States,2002,42.2,3448667,4.700000000000003,Tuesday,L,0,288369000,0,0.827,TRUE,0.54048306
United States,1988,53.4,7077023,7.799999999999997,Tuesday,P,0,245021000,1,0.865,TRUE,0.51462394
United States,1954,43,2594984,6.099999999999994,Tuesday,L,0,163026000,0,0.611,TRUE,0.48338625
United States,1968,57.1,1149985,1.6999999999999957,Tuesday,L,0,200706000,1,0.71,TRUE,0.45739147
United States,1998,37.1,760072,1.2000000000000028,Tuesday,L,0,270509000,0,0.872,TRUE,0.5434747
United States,1956,57.5,1882286,3.200000000000003,Tuesday,L,0,168221000,1,0.619,TRUE,0.4755227
United States,1980,50.8,1311211,1.7000000000000028,Tuesday,L,0,227726000,1,0.849,TRUE,0.45391038
United States,1960,61.3,6320504,9.800000000000004,Tuesday,L,0,180671000,1,0.65,TRUE,0.48452252
United States,2000,48.32475475548429,338616,0.29999999999999716,Tuesday,L,0,281421000,1,0.868,TRUE,0.55032665
United States,1992,58.6,5805444,5.600000000000001,Tuesday,P,0,255410000,1,0.871,TRUE,0.5239857
United States,1986,36.5,5571503,9.799999999999997,Tuesday,L,0,240651000,0,0.864,TRUE,0.49239677
United States,1994,39.8,4356316,6.5,Tuesday,L,0,260637000,0,0.872,TRUE,0.52063686
United States,1984,52.5,3959458,4.899999999999999,Tuesday,L,0,236348000,1,0.862,TRUE,0.4891913
United States,1950,42.5,234323,0.6000000000000014,Tuesday,L,0,151325000,0,0.589,TRUE,0.50982594
United States,1958,44.6,5852245,12.800000000000004,Tuesday,L,0,176184000,0,0.627,TRUE,0.48228022
United States,2000,51.2,543895,0.5,Tuesday,P,0,281421000,1,0.868,TRUE,0.55032665
United States,1996,49.4,463236,0.5,Tuesday,L,0,265502000,1,0.872,TRUE,0.53561306
United States,1964,63.3,15951378,22.6,Tuesday,P,0,191889000,1,0.685,TRUE,0.48678216
United States,1976,55.3,1682970,2.1000000000000014,Tuesday,P,0,218035000,1,0.795,TRUE,0.44926372
United States,1992,54.7,5353465,5.899999999999999,Tuesday,L,0,255410000,1,0.871,TRUE,0.5239857
United States,1978,37.3,4413604,0.6000000000000014,Tuesday,L,0,222585000,0,0.835,TRUE,0.4528324
United States,1946,38.7,2913634,8.5,Tuesday,L,0,142514000,0,0.602,TRUE,0.5040724
Uruguay,2019,90.1,37042,2,Sunday,P,1,NA,0,0.89,TRUE,0.53298765
Uruguay,2014,90.51,401586,16.930000000000003,Sunday,P,1,NA,1,0.905,TRUE,0.53847957
Uruguay,2004,89.6,360222,16.6,Sunday,P,1,3720000,1,0.876,TRUE,0.6237414
Uruguay,2014,90.51,401586,16.930000000000003,Sunday,L,1,NA,1,0.905,TRUE,0.53847957
Uruguay,2009,89.1,203128,9.260000000000005,Sunday,P,1,NA,0,0.893,TRUE,0.58465254
Uruguay,2019,90.1,252924,11,Sunday,P,1,NA,1,0.89,TRUE,0.53298765
Uruguay,2004,89.6,360022,16.6,Sunday,L,1,3720000,1,0.876,TRUE,0.6237414
Uruguay,2019,90.1,252924,11,Sunday,L,1,NA,1,0.89,TRUE,0.53298765
Uruguay,2009,89.9,435320,18.89,Sunday,P,1,NA,1,0.893,TRUE,0.58465254
Uruguay,2009,89.9,435320,18.89,Sunday,L,1,NA,1,0.893,TRUE,0.58465254
Uruguay,2014,88.57,285827,12.309999999999995,Sunday,P,1,NA,0,0.905,TRUE,0.53847957
Uzbekistan,2000,95.1,10642460,91.4,Sunday,P,0,24755000,0,0.157,FALSE,0.57085353
Yemen,2006,65.2,2976149,55.400000000000006,Wednesday,P,0,NA,0,0.292,FALSE,0.69423074
Zambia,2006,70.8,373098,13.600000000000001,Thursday,P,0,NA,0,0.51,TRUE,0.7078
Zambia,1991,45.4,661992,51.599999999999994,Thursday,P,0,8760000,1,0.277,FALSE,0.720703
Zambia,1996,58.7,602468,47.2,Monday,L,0,9456000,1,0.496,FALSE,0.65875125
Zambia,1991,45.3,633051,49.599999999999994,Thursday,L,0,8760000,1,0.277,FALSE,0.720703
Zambia,2006,71.21,436662,16.089999999999996,Thursday,L,0,NA,0,0.51,TRUE,0.7078
Zambia,2015,32.4,27757,1.5999999999999943,Tuesday,P,0,NA,0,0.459,FALSE,0.72221696
Zambia,1996,58.4,753331,59.89999999999999,Monday,P,0,9456000,1,0.496,FALSE,0.65875125
Zimbabwe,1996,30.88,1331901,87.9,Sunday,P,0,11500000,0,0.307,FALSE,0.62444335
